FID,OBJECTID,SHAPE,NATNR,ARTBEZ,WISSBEZ,BEZ,ADRESSE,ND_TYP,OBJEKTART,SE_ANNO_CAD_DATA
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa4,1713226,POINT (16.393210166182303 48.23391980681845),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa5,1713227,POINT (16.393218068015877 48.23376260210905),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa6,1713228,POINT (16.391943507394046 48.233088289654994),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa7,1713229,POINT (16.39185845259254 48.23322925405749),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa8,1713230,POINT (16.390900425774344 48.2327174627885),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aa9,1713231,POINT (16.39071342970321 48.23244110129757),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aaa,1713232,POINT (16.39015752550383 48.23233830198245),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aab,1713233,POINT (16.389512136538244 48.232002528195196),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aac,1713234,POINT (16.388951992121246 48.23169647907347),539,Platanenallee,Platanus,20,"20., Innstraße WUERSTELSTAND",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aad,1713235,POINT (16.284710475343076 48.18571891858589),541,Ginkgo,Ginkgo biloba,13,"13., Larochegasse 30",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aae,1713236,POINT (16.284793945901615 48.185763922172065),541,Stechpalme,Ilex aquifolium,13,"13., Larochegasse 30",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aaf,1713237,POINT (16.308323700070552 48.2461229231831),542,Riesenmammutbaum,Sequoiadendron giganteum,19,"19., Khevenhüllerstraße 18",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab0,1713238,POINT (16.315562077948723 48.20297024244852),544,Atlaszeder,Cedrus atlantica,15,"15., Possingergasse 7",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab1,1713239,POINT (16.370236951971627 48.19912214773192),545,Baumhasel,Corylus colurna,4,"4., Resselpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab2,1713240,POINT (16.36985147950875 48.19921893870638),545,Baumhasel,Corylus colurna,4,"4., Resselpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab3,1713241,POINT (16.33760241707756 48.24687792408499),546,Riesenmammutbaum,Sequoiadendron giganteum,19,"19., Medlergasse 4",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab4,1713242,POINT (16.35401656479807 48.239986788961126),547,Eibe,Taxus baccata,19,"19., Dollinergasse 8",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab5,1713243,POINT (16.35401656479807 48.239986788961126),547,Blutbuche,Fagus sylvatica Atropurpurea,19,"19., Dollinergasse 8",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab6,1713244,POINT (16.395098403344367 48.20852529512608),548,Weißer Maulbeerbaum,Morus alba,3,"3., Weißgerberlände 42",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab7,1713245,POINT (16.266964891528804 48.17078807081097),549,Hörndlwald,-,13,"13., Josef Lister-Gasse -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab8,1713246,POINT (16.301732916452274 48.18641469553755),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ab9,1713247,POINT (16.301746359671903 48.18622188417954),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aba,1713248,POINT (16.30181388927429 48.18639754262277),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6abb,1713249,POINT (16.301923777331144 48.18637958886605),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6abc,1713250,POINT (16.301972145133046 48.186248841326105),612,Rosskastanie,Aesculus hippocastanum,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6abd,1713251,POINT (16.302056994423012 48.18626685301759),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6abe,1713252,POINT (16.302115283604806 48.1863849517141),612,Platane,Platanus x hybrida,13,"13., Hietzinger Hauptstraße 10-16(HOTEL)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6abf,1713253,POINT (16.395430073618673 48.25642101420107),615,Ginkgo,Ginkgo biloba,21,"21., Floridsdorfer Hauptstraße 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac0,1713254,POINT (16.25668528517746 48.135503737362434),617,Platane,Platanus x hybrida,23,"23., Willergasse 22",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac1,1712888,POINT (16.254435894349697 48.20570867824581),30,Rotföhre,Pinus sylvestris,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac2,1712889,POINT (16.254494927036752 48.20549861415284),30,Feldahorn,Acer campestre,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac3,1712890,POINT (16.254410902234433 48.205400217132585),30,Feldahorn,Acer campestre,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac4,1712891,POINT (16.49100734602683 48.214725596276445),32,Morgenländischer Lebensbaum,Thuja orientalis,22,"22., Lobaugasse 31",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac5,1712892,POINT (16.26303507210099 48.19004795291428),35,Schwarzpappel,Populus nigra,13,"13., Schloßberggasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac6,1712893,POINT (16.26303507210099 48.19004795291428),35,Silberahorn,Acer saccharinum,13,"13., Schloßberggasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac7,1712894,POINT (16.26303507210099 48.19004795291428),35,Esche,Fraxinus excelsior,13,"13., Schloßberggasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac8,1712895,POINT (16.374540308713073 48.222930418886804),40,Eibe,Taxus baccata,2,"2., Augartenstraße 26-28",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ac9,1712896,POINT (16.374430267855438 48.222994756952744),40,Eibe,Taxus baccata,2,"2., Augartenstraße 26-28",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aca,1712897,POINT (16.25124193419782 48.20457256305083),46,Platane,Platanus x hybrida,14,"14., Linzer Straße 448(HAUS 2)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6acb,1712898,POINT (16.3308535136195 48.26572519497426),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6acc,1712899,POINT (16.33105270922231 48.26591396972823),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6acd,1712900,POINT (16.33132905479395 48.266449342560705),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ace,1712901,POINT (16.331493979711084 48.26583457902724),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6acf,1712902,POINT (16.331601531721454 48.26662418002652),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad0,1712903,POINT (16.331606421228148 48.26616634004143),50,mehrere Kieferngruppen,-,19,"19., Krapfenwaldgasse 65-73 -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad1,1712904,POINT (16.36346813337455 48.23474074057899),51,Silberpappel,Populus alba,20,"20., Treustraße 94",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad2,1712905,POINT (16.255473771827933 48.21002883031609),52,Stieleiche,Quercus robur,14,"14., Hüttelbergstraße 26",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad3,1712906,POINT (16.35514257894502 48.25157996185627),55,Eibe,Taxus baccata,19,"19., Hohe Warte 31",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad4,1712907,POINT (16.35514257894502 48.25157996185627),55,Weißer Maulbeerbaum,Morus alba,19,"19., Hohe Warte 31",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad5,1712908,POINT (16.301869239997956 48.18749347702592),56,Morgenländische Platane,Platanus orientalis,13,"13., Eduard-Klein-Gasse 7",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad6,1712909,POINT (16.382355435407764 48.1938080361463),3,Eibe,Taxus baccata,3,"3., Rennweg 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad7,1712910,POINT (16.38251199088943 48.193796641607044),3,Eibe,Taxus baccata,3,"3., Rennweg 12",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad8,1712911,POINT (16.385603283808084 48.20433920092374),4,Weißer Maulbeerbaum,Morus alba,3,"3., Landstraßer Hauptstraße 4A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ad9,1712912,POINT (16.337466096197762 48.26526441028788),7,Speierling,Sorbus domestica,19,"19., Mukentalerweg -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ada,1712913,POINT (16.24250999988605 48.202846278604625),8,Stieleiche,Quercus robur,14,"14., Linzer Straße 459",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6adb,1712914,POINT (16.383851817034696 48.19539599093337),9,Morgenländische Platane,Platanus orientalis,3,"3., Rennweg 14",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6adc,1712915,POINT (16.320794092230667 48.266091662862905),12,mehrere Baumgruppen,-,19,"19., Cobenzl -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6add,1712916,POINT (16.319155497310174 48.26573107798422),12,mehrere Baumgruppen,-,19,"19., Cobenzl -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ade,1712917,POINT (16.35674934516613 48.25130881121711),13,Riesenmammutbaum,Sequoiadendron giganteum,19,"19., Geweygasse 1A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6adf,1712918,POINT (16.34236114149922 48.254134610041724),14,Winterlinde,Tilia cordata,19,"19., Grinzinger Allee 43",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae0,1712919,POINT (16.342380452271 48.25457518328865),16,Eibe,Taxus baccata,19,"19., Grinzinger Allee 45",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae1,1712920,POINT (16.266678686696217 48.206157947171704),27,Schwarzkiefer,Pinus nigra,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae2,1712921,POINT (16.265807237064163 48.20530592000351),27,Tulpenbaum,Liriodendron tulipifera,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae3,1712922,POINT (16.229926042719 48.20955332826972),854,Winterlinde,Tilia cordata,14,"14., Schleusenstraße 1A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae4,1712923,POINT (16.402706005602443 48.21343768238329),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae5,1712924,POINT (16.4027557151322 48.21343955565235),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae6,1712925,POINT (16.40290786630662 48.21338338211314),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae7,1712926,POINT (16.40298293744156 48.21310008197032),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae8,1712887,POINT (16.254388243568272 48.20595059360461),30,Rotföhre,Pinus sylvestris,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ae9,1712927,POINT (16.402817638676826 48.213064359799205),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aea,1712928,POINT (16.402828494249704 48.21295829654291),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aeb,1712929,POINT (16.402850232767168 48.21288956409138),743,Zerreiche,Quercus cerris,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aec,1712930,POINT (16.26511806482121 48.20536880868572),27,Kalifornische Flusszeder,Calocedrus decurrens,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aed,1712931,POINT (16.264577699882082 48.20512441278499),27,Platane,Platanus x hybrida,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aee,1712932,POINT (16.26500977552507 48.20525547656698),27,Platane,Platanus x hybrida,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aef,1712933,POINT (16.2648406584354 48.20578902351155),27,Edelkastanie,Castanea sativa,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af0,1712934,POINT (16.264801276886683 48.204822695883784),27,Hainbuche,Carpinus betulus,14,"14., Dehnepark -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af1,1712935,POINT (16.342624110951217 48.256016950951825),29,zweigeschlechtliche Eibe,Taxus baccata,19,"19., Cobenzlgasse 2",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af2,1712936,POINT (16.254231870018746 48.20602115017583),30,Fichte,Picea abies,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af3,1712937,POINT (16.25452688189389 48.20568098167843),30,Fichte,Picea abies,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af4,1712938,POINT (16.254536237177838 48.206153917732934),30,Platane,Platanus x hybrida,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af5,1712939,POINT (16.254022296256036 48.20617109850844),30,Rotföhre,Pinus sylvestris,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af6,1712940,POINT (16.25408618642723 48.20620041616698),30,Rotföhre,Pinus sylvestris,14,"14., Bujattigasse 13",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af7,1712941,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af8,1712942,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6af9,1712943,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6afa,1712944,POINT (16.319059679596325 48.17845369332965),170,Schwarzkiefer,Pinus nigra,12,"12., Tivoligasse 73",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6afb,1712945,POINT (16.315452143097048 48.16792629253506),175,Bergahorn,Acer pseudoplatanus,12,"12., Altmannsdorfer Straße 52-54",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6afc,1712946,POINT (16.268576309673122 48.160901988783515),177,Eichenbestand Napoleonwald,Quercus,13,"13., Felixgasse/Anatourgasse -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6afd,1712947,POINT (16.2953236859459 48.18718578233037),178,Morgenländische Platane,Platanus orientalis,13,"13., Auhofstraße 11A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6afe,1712948,POINT (16.30135649351881 48.184416190848125),179,Japanischer Schnurbaum,Styphnolobium japonicum,13,"13., Schönbrunn -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6aff,1712949,POINT (16.300910718464547 48.18397529555654),180,Stieleiche,Quercus robur,13,"13., Schönbrunn -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b00,1712950,POINT (16.300877043065732 48.18385963193019),181,Eibe,Taxus baccata,13,"13., Schönbrunn -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b01,1712951,POINT (16.299148934369594 48.18783033069599),182,Platane,Platanus x hybrida,13,"13., Dommayergasse 7",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b02,1712952,POINT (16.29086059136351 48.18637612413598),58,Stechpalme,Ilex aquifolium,13,"13., Neue-Welt-Gasse 11",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b03,1712953,POINT (16.39896900434043 48.166390933965616),60,Mehrere Baumgruppen aus Flaumeiche,Quercus pubescens,10,"10., Laaer Wald -",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b04,1712954,POINT (16.250814301880936 48.206808232114916),61,Rotföhre,Pinus sylvestris,14,"14., Anzbachgasse 31",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b05,1712955,POINT (16.306870654832636 48.24087586036088),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b06,1712956,POINT (16.30274667324128 48.24024719363539),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b07,1712957,POINT (16.305274669816146 48.24168177063226),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b08,1712958,POINT (16.306401782855897 48.241961035614736),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b09,1712959,POINT (16.306832405721735 48.24113647265037),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0a,1712960,POINT (16.303761547769664 48.24081468300561),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0b,1712961,POINT (16.303611709037003 48.24038305852923),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0c,1712962,POINT (16.3055233304167 48.242367116423985),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0d,1712963,POINT (16.3060053083268 48.24215752305828),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0e,1712964,POINT (16.305936244174863 48.24192404232603),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b0f,1712965,POINT (16.30684282023132 48.24105247910914),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b10,1712966,POINT (16.30685929368334 48.240967407928004),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b11,1712967,POINT (16.305423560785282 48.24260190139864),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b12,1712968,POINT (16.305595503848807 48.242577126048175),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b13,1712969,POINT (16.305511155936138 48.24246334006433),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b14,1712970,POINT (16.305506305570866 48.24292037147222),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b15,1712971,POINT (16.30454939143007 48.242581160212396),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b16,1712972,POINT (16.30472914633831 48.242551981651076),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b17,1712973,POINT (16.304913872662606 48.24253899185777),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b18,1712974,POINT (16.303280678189502 48.242663002300766),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b19,1712975,POINT (16.297013119730433 48.24254341033462),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1a,1712976,POINT (16.308146815996363 48.241857332658086),62,mehrere Baumgruppen und diverse Bäume,-,18,"18., Geymüllergasse 1(SCHULE)",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1b,1712977,POINT (16.254550363410022 48.20621514283801),63,Spitzahorn,Acer platanoides,14,"14., Bujattigasse 15A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1c,1712978,POINT (16.254550363410022 48.20621514283801),63,Rotföhre,Pinus sylvestris,14,"14., Bujattigasse 15A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b1d,1712979,POINT (16.254550363410022 48.20621514283801),63,Europäische Lärche,Larix decidua,14,"14., Bujattigasse 15A",Einzelbaum,?,
