FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f1,1256646,POINT (16.316708287013235 48.17859538218765),PA Steinweisweg,12,5.650 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f2,1256647,POINT (16.340290745713727 48.18553542888558),PA Steinhagegasse,12,3.849 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f3,1256648,POINT (16.339805852273603 48.18158798041184),Steinbauerpark,12,11.337 m²,HuZo: Wint6:00-21:30|Somm6:00-22:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f4,1256649,POINT (16.332558326201408 48.17623303410789),Grete-Salzer-Park,12,2.984 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f5,1256650,POINT (16.311367683485102 48.16882903843078),PA Strohberggasse,12,2.332 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f6,1256651,POINT (16.3310793619192 48.17362169566297),PA Schedifkaplatz,12,6.758 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f7,1256652,POINT (16.32248094696898 48.177304416132756),PA Rotenmühlgasse,12,541 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f8,1256653,POINT (16.323619504918796 48.181833607038264),PA Rosasgasse,12,279 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52f9,1256654,POINT (16.297066943667005 48.16933786475788),PA Münchenstraße,12,963 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52fa,1256655,POINT (16.40763477310016 48.18475565936586),PA Litfaßstraße,3,2.004 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52fb,1256656,POINT (16.31755134113808 48.17908854769471),Marillenalm,12,10.042 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52fc,1256657,POINT (16.301441366747127 48.16708133718528),PA Karl-Kraus-Gasse,12,4.095 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52fd,1256658,POINT (16.325105960701798 48.16499510334638),PA Helene-Potetz-Weg,12,449 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52fe,1256659,POINT (16.325728271547767 48.166516906414444),PA Hedy-Lamarr-Weg,12,1.017 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_52ff,1256660,POINT (16.300073471734304 48.17012408113625),PA Hetzendorfer Straße,12,549 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5300,1256661,POINT (16.33327241291156 48.181582386315334),Hermann-Leopoldi-Park,12,6.068 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5301,1256662,POINT (16.346328373481214 48.18174166671759),Haydnpark,12,13.150 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5302,1256663,POINT (16.34718540505683 48.18235591087849),PA Mittelzone,5,14.232 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5303,1256664,POINT (16.320340463846215 48.17114966636424),Bil-Spira-Park,12,14.055 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5304,1256665,POINT (16.337094605791325 48.18676647067396),Linsepark,12,5.574 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5305,1256666,POINT (16.24632614309803 48.21864316568015),PA Ausjagdweg,14,1.304 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5306,1256667,POINT (16.29414331976506 48.19875480725335),PA Heinrich-Collin-Straße,14,1.191 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5307,1256668,POINT (16.242558547455115 48.208469484447264),PA Anzbachgasse,14,1.697 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5308,1256669,POINT (16.267791871663153 48.17734565275176),PA Wlassakstraße,13,10.610 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5309,1256670,POINT (16.271609739703496 48.19026309476972),Streckerpark,13,5.560 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530a,1256671,POINT (16.276442343749693 48.16060599813396),PA Sillerplatz,13,2.709 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530b,1256672,POINT (16.272304401773766 48.18191930352699),PA Roter Berg,13,133.145 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530c,1256673,POINT (16.282051546736668 48.16808999037088),Oscar-Straus-Park,13,4.671 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530d,1256674,POINT (16.273231739652502 48.1762112883612),Hugo-Pepper-Park,13,5.627 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530e,1256675,POINT (16.264364421844316 48.17753674753731),PA Gemeindeberggasse,13,5.142 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_530f,1256676,POINT (16.268456286052718 48.160972072177294),Napoleonwald,13,31.793 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5310,1256677,POINT (16.300696083173253 48.1777761804481),Maxingpark,13,26.100 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5311,1256678,POINT (16.257426530210363 48.19427212074805),Max-Mell-Park,13,1.439 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5312,1256679,POINT (16.291950588863507 48.16351725438375),PA Fred-Liewehr-Gasse,13,2.135 m²,"Okt.-März 6:00-21:30, April-Sep. 6:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5313,1256680,POINT (16.26088482868606 48.16554285770072),Lainzerbachwiese,13,20.343 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5314,1256681,POINT (16.39765658038605 48.21347125398112),Prater - Laufbergerwiese,2,34.791 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5315,1256682,POINT (16.271162447120986 48.16625942056404),PA Lainzerbachstraße,13,4.255 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5316,1256683,POINT (16.263596260091145 48.17918237156633),PA Josef-Kraft-Weg,13,6.097 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5317,1256684,POINT (16.28743453635888 48.18514907980352),Hügelpark,13,8.055 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5318,1256685,POINT (16.214865514685318 48.20518644368938),PA Hofjägerstraße,13,2.874 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5319,1256686,POINT (16.28057503422763 48.16737244322409),PA Hochmaisgasse,13,1.736 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531a,1256687,POINT (16.28821113773022 48.17291482726123),PA Himmelbaurgasse,13,4.948 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531b,1256688,POINT (16.26553584906449 48.166731873561254),PA Hermesstraße,13,12.515 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531c,1256689,POINT (16.301874774752786 48.187888282460236),Hans-Moser-Park,13,1.142 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531d,1256690,POINT (16.260648663733154 48.19293819843496),Hackinger-Schloß-Park,13,15.884 m²,"Okt.-März 6:00-21:30, April-Sep. 6:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531e,1256691,POINT (16.297246287518185 48.1755936379002),Gustav-Zelibor-Park,13,1.522 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_531f,1256692,POINT (16.315634008221426 48.178055933268126),PA Grünbergstraße,13,5.685 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5320,1256693,POINT (16.27418726844435 48.164615745922646),Anna-Freud-Park,13,10.395 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5321,1256694,POINT (16.287803644883798 48.16776060610217),PA Furtwänglerplatz,13,6.186 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5322,1256695,POINT (16.276386778446675 48.17338935617001),Friedrich-Julius-Bieber-Anlage,13,7.907 m²,"Okt.-März 6:00-21:30, April-Sep. 6:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5323,1256696,POINT (16.31649015634596 48.188601747540275),Auer-Welsbach-Park,15,109.611 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5324,1256697,POINT (16.23964181803887 48.21366022031768),PA Viktor-Kutschera-Platz,14,6.797 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5325,1256698,POINT (16.227677731678117 48.21681998225281),PA Schöffelplatz,14,3.760 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5326,1256699,POINT (16.311368089319085 48.195982789806294),Reinlpark,14,3.139 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5327,1256700,POINT (16.24334852416497 48.20795070139481),Raimund-Pokorny-Park,14,1.597 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5328,1256701,POINT (16.307336760708857 48.2011313629227),Ordeltpark,14,5.038 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5329,1256702,POINT (16.273062103057878 48.19808548772689),PA Molischgasse,14,1.685 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532a,1256703,POINT (16.303276204813837 48.19585866794802),Matzner-Park,14,29.303 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532b,1256704,POINT (16.30599335291396 48.19809106008018),Ludwig-Zatzka-Park,14,5.439 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532c,1256705,POINT (16.241237517436506 48.20392287330468),PA Linzer Straße,14,3.240 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532d,1256706,POINT (16.269770971795772 48.199553643302174),PA Leon-Askin-Platz,14,1.549 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532e,1256707,POINT (16.247088548760917 48.2104080911618),PA Wolfersberg,14,62.551 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_532f,1256708,POINT (16.25611364194817 48.20250064919348),Karl-Terkal-Park,14,981 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5330,1256709,POINT (16.247297341934658 48.22101944872819),PA Karl-Bekehrty-Straße,14,5.647 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5331,1256710,POINT (16.213077675992903 48.20908841727016),PA Josef-Palme-Platz,14,708 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5332,1256711,POINT (16.315275223467697 48.191291521269584),Heinz-Conrads-Park,14,5.953 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5333,1256712,POINT (16.308831133760307 48.18785216826824),Hadikpark,14,20.463 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5334,1256713,POINT (16.33320471328087 48.19442238914222),PA Friedrichsplatz,15,709 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5335,1256714,POINT (16.3190406584254 48.196637755747886),Forschneritschpark,15,4.890 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
