FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5169,1254877,POINT (16.31303401044319 48.22032306139651),Else-Federn-Park,16,4.614 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516a,1254878,POINT (16.33192477006408 48.21060626833703),Leon-Askin-Park,16,1.439 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516b,1254879,POINT (16.31834430764435 48.21457241260447),PA Familienplatz,16,3.639 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516c,1254880,POINT (16.30235398443491 48.22108913348443),PA Baumeistergasse,16,2.488 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516d,1254881,POINT (16.319071416422226 48.19393930706642),PA Wieningerplatz,15,2.435 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516e,1254882,POINT (16.32511511050834 48.19946967605087),PA Tannhäuserplatz,15,367 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_516f,1254883,POINT (16.334841442338114 48.18777939280798),Sechshauser Park,15,3.707 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5170,1254884,POINT (16.314936290986847 48.20643679962161),Rohrauerpark,15,9.449 m²,"Ballspielplatz+Hundezone: 6:00-22:00, Nov.-März Sperre 21:00",Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5171,1254885,POINT (16.317316569253713 48.20073952134219),PA Neusserplatz,15,575 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5172,1254886,POINT (16.33538561818419 48.20175119986352),Märzpark,15,14.518 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5173,1254887,POINT (16.320914868662374 48.190423282516285),PA Winckelmannstraße,15,1.877 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5174,1254888,POINT (16.315445038619217 48.20413380118571),PA Mareschplatz,15,757 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5175,1254889,POINT (16.31715339922581 48.18687560328169),PA Linke Wienzeile,15,7.145 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5176,1254890,POINT (16.328903971430325 48.20244404641197),PA Kriemhildplatz,15,1.085 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5177,1254891,POINT (16.332744765516566 48.189270838535585),Herklotzpark,15,895 m²,8:00-20:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5178,1254892,POINT (16.29508490736612 48.230651345142824),Schrammelpark,17,1.840 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5179,1254893,POINT (16.29886840614857 48.23018127550569),Alexander-Lernet-Holenia-Park,17,911 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517a,1254894,POINT (16.335308790223497 48.213468782532075),PA Yppenplatz,16,4.186 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517b,1254895,POINT (16.308216396211897 48.20940945300589),PA Wiesberggasse,16,2.439 m²,"Ballspielplatz: 7:00-21:00, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517c,1254896,POINT (16.31691800659903 48.22150927766883),PA Stöberplatz,16,3.772 m²,"Ballspielplatz: 7:00-21:00, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517d,1254897,POINT (16.30933502436464 48.21267692296879),PA Stillfriedplatz,16,4.000 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517e,1254898,POINT (16.31912890071061 48.2104554049786),PA Schuhmeierplatz,16,2.486 m²,"Ballspielplatz: 6:30-22:00, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_517f,1254899,POINT (16.301988310102963 48.22325248772562),PA Spinozagasse,16,3.494 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5180,1254900,POINT (16.298355437825826 48.223963058689904),PA Heiderichstraße,16,2.324 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5181,1254901,POINT (16.327462108188186 48.209825918031974),Richard-Wagner-Park,16,4.336 m²,"Ballspielplatz: 7:00-21:00, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5182,1254902,POINT (16.286156396758415 48.21261948237019),PA Hansl-Schmid-Weg,16,795 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5183,1254903,POINT (16.331090186586923 48.19808383747374),Reithofferpark,15,10.332 m²,Hundezone: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5184,1254904,POINT (16.306559763530583 48.2205283555904),PA Nietzscheplatz,16,1.872 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5185,1254905,POINT (16.30754466134409 48.21589472207384),PA Musilplatz,16,3.334 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5186,1254906,POINT (16.334159018689373 48.20573529643276),PA Ludo-Hartmann-Platz,16,3.349 m²,"Ballspielplatz: 7:00-21:30, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5187,1254907,POINT (16.328322673440134 48.1736993809007),Edelsinnstraße Hundezone,12,1.785 m²,0-24:00 Uhr,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5188,1254908,POINT (16.37189631257105 48.21665579033011),Jonny-Moser-Park,1,406 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5189,1254909,POINT (16.418087757396698 48.18145332988326),PA Schütte-Lihotzky-Weg,11,1.060 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518a,1254910,POINT (16.39079974587322 48.223059043010295),Franziska-Löw-Park,2,6.639 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518b,1254911,POINT (16.33934148619682 48.196268211788365),Ohrfandlpark,7,1.225 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518c,1254912,POINT (16.30178001483578 48.185859877052884),Felix-Steinwandtner-Park,13,393 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518d,1254913,POINT (16.33068793121561 48.2195130710712),Elfi-Dassanowsky-Park,17,220 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518e,1254914,POINT (16.421338007566593 48.20085424457561),Prater - Rosenbachl,2,157.886 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_518f,1254915,POINT (16.389304967253878 48.29381032561565),Schulbrüderpark,21,1.018 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5190,1254916,POINT (16.33240654770714 48.252512189060575),Zeßner-Spitzenberg-Park,19,1.269 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5191,1254917,POINT (16.38229637996889 48.17183676126902),PA Laaer-Berg-Straße,10,567 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5192,1254918,POINT (16.397040677118575 48.146069934268695),PA Gartensteg,10,3.353 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5193,1254919,POINT (16.361501818257157 48.25960780319884),PA Zahnradbahnstraße,19,543 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5194,1254920,POINT (16.33905662447318 48.19412992269892),GA Mariahilfer Gürtel,15,320 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5195,1254921,POINT (16.384452005731703 48.275289640200185),PA Tomaschekstraße,21,1.368 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5196,1254922,POINT (16.459968661629805 48.26066991860165),PA Tillmanngasse,22,3.850 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5197,1254923,POINT (16.31279056995704 48.19915968033793),Hilde-Sochor-Park,14,87 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5198,1254924,POINT (16.260609312080412 48.14086344670782),PA Rodauner Straße,23,4.212 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5199,1254925,POINT (16.341330556652004 48.256042854042306),PA Ortskern Grinzing,19,1.375 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519a,1254926,POINT (16.362005858606082 48.21248632061216),PA Mölker Bastei,1,108 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519b,1254927,POINT (16.335830944673038 48.248493555755594),PA Leopold-Steiner-Gasse,19,545 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519c,1254928,POINT (16.48292571233782 48.282327619450335),PA Landaugasse,22,202 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519d,1254929,POINT (16.401066490334077 48.257763742057286),PA Kramreiterweg,21,881 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519e,1254930,POINT (16.262730833450014 48.13313142273368),PA Ketzergasse,23,942 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_519f,1254931,POINT (16.403925449839015 48.13931295200971),PA Kästenbaumgasse,10,1.450 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a0,1254932,POINT (16.388907764962795 48.20137550676728),PA Karl-Borromäus-Platz,3,287 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a1,1254933,POINT (16.237277724894597 48.20129932656423),PA Hofjagdstraße,13,6.348 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a2,1254934,POINT (16.32546472966148 48.22662592353457),PA Gersthofer Straße,18,2.005 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a3,1254935,POINT (16.403599311254407 48.241441832759314),PA Friedstraße,21,1.854 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a4,1254936,POINT (16.399765569035935 48.152361668240204),PA Filmteichstraße,10,5.001 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a5,1254937,POINT (16.420066837272845 48.3031005407495),PA Erbpostgasse,21,1.089 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a6,1254938,POINT (16.413838093958674 48.176114794942),PA Enkplatz,11,2.566 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a7,1254939,POINT (16.364119096093372 48.26490788465117),PA Eichelhofstraße,19,435 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a8,1254940,POINT (16.405419919434976 48.241421725919906),PA Donauturmstraße,21,702 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51a9,1254941,POINT (16.43643259518537 48.24435396223274),PA Czernetzplatz,22,2.623 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51aa,1254942,POINT (16.254459850927983 48.20769765729202),PA Bujattigasse,14,3.630 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ab,1254943,POINT (16.21800453070702 48.21100025100111),PA Bahnstraße,14,2.461 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ac,1254944,POINT (16.45764220888581 48.2519410357313),Ladinigpark,22,7.774 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ad,1254945,POINT (16.432029666364127 48.28792944363472),Alma-Rosé-Park,21,3.482 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ae,1254946,POINT (16.377875487390874 48.21143971624072),GA Schwedenplatz,1,591 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51af,1254947,POINT (16.43738580707011 48.240864839131376),GA Schrödingerplatz,22,744 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b0,1254948,POINT (16.375098915508293 48.212413263797536),GA Morzinplatz,1,3.252 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b1,1254949,POINT (16.364244657477037 48.20947977846696),GA Minoritenplatz,1,807 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b2,1254950,POINT (16.35850697203083 48.191746220440734),GA Margaretenplatz,5,173 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b3,1254951,POINT (16.407301234220387 48.14119448192068),PA Kurbadstraße,10,3.063 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b4,1254952,POINT (16.424458028421018 48.29715446888001),GA In der goldenen Erden,21,2.189 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b5,1254953,POINT (16.36796568211882 48.24878430980175),GA Leopold-Ungar-Platz,19,702 m²,00:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b6,1254954,POINT (16.347459848696428 48.19878272190672),Andreaspark,7,2.924 m²,"Okt: 6:40-19:15, Nov-März: 6:40-18:15, Apr-Sep: 6:40-21:15",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b7,1254955,POINT (16.331689335608093 48.19064967445281),Rosa-Barach-Park,15,827 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b8,1254956,POINT (16.325973550242498 48.22158618130206),Hermine-Weinreb-Park,17,740 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51b9,1254957,POINT (16.504495653885748 48.22400228018536),GA Sonnenallee,22,2.555 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ba,1254958,POINT (16.434356596473886 48.28763355114891),PA Grellgasse,21,1.509 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51bb,1254959,POINT (16.417911774085606 48.1827429927095),PA Hallergasse,11,2.924 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51bc,1254960,POINT (16.40472274242564 48.14176049670522),GA Kurbadstraße,10,2.594 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51bd,1254961,POINT (16.383888396844227 48.26948344385424),PA Lorettowiese,21,31.140 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51be,1254962,POINT (16.442139985752966 48.24115222975576),PA Dolfi-Gruber-Weg,22,2.295 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51bf,1254963,POINT (16.351491964462006 48.16981142900866),Wasserspielplatz Wasserturm,10,16.117 m²,9:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c0,1254964,POINT (16.33138016440035 48.24779182091883),PA Sieveringer Straße,19,23 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c1,1254965,POINT (16.249120699300235 48.21817509578334),Ulmenpark,14,6.709 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c2,1254966,POINT (16.30880967678118 48.20211918451214),GA Laurentiusplatz,14,834 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c3,1254967,POINT (16.328556703223086 48.20729607142623),GA Koppstraße,16,282 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c4,1254968,POINT (16.48317715645601 48.218244449703185),PA Asperner Heldenplatz,22,2.154 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c5,1254969,POINT (16.377510723925173 48.23139707402727),Burghof (Wallensteinstraße - Sachsenplatz),20,1.542 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c6,1254970,POINT (16.338077104814285 48.18802523843169),Jugendaktivzone,15,2.863 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c7,1254971,POINT (16.43894656086423 48.238593481361015),GA Donaustadtstraße,22,1.317 m²,Ballspielplatz 07:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c8,1254972,POINT (16.47709987887111 48.25305198229379),Motorikpark,22,21.740 m²,http://www.motorikpark-wien.at/,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51c9,1254973,POINT (16.31982260219599 48.203452551819126),GA Auf der Schmelz,15,4.827 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ca,1254974,POINT (16.341029203733534 48.20605312309105),GA Neustiftgasse/102,7,39 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51cb,1254975,POINT (16.39302878096898 48.16341123358914),PA Blauer Teich,10,3.400 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51cc,1254976,POINT (16.476051179156876 48.159147037857956),PA Münnichplatz,11,6.313 m²,00:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51cd,1254977,POINT (16.34396720958171 48.18605448338737),Stefan-Weber-Park,5,15.386 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ce,1254978,POINT (16.367990121028154 48.20085627393112),Girardipark,1,1.808 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
